,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_INCOME_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,HOUSETYPE_MODE,TOTALAREA_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
1268,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,3,3,3,2,1,3,3,1,2,1,3,3,2,2,2,1,3,2,1,3,3,1,2,1,3,3,2,2,2,1,3,2,1,3,3,1,2,1,3,3,2,2,2,1,3,3,2,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1269,1,2,1,1,2,3,3,3,3,2,3,3,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,2,1,1,2,1,2,1,3,1,1,1,1,2,1,2,1,1,2,1,2,1,3,1,1,1,1,2,1,2,1,1,2,1,2,1,3,3,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1270,1,2,2,2,1,2,1,1,1,2,1,2,2,3,1,1,2,1,2,1,1,1,3,3,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,3,1,1,2,1,2,1,1,1,2,2,2,2,1,3,1,1,2,1,2,1,1,1,2,2,2,2,1,3,1,1,2,1,2,1,1,3,2,2,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1271,1,2,1,1,1,2,1,1,1,1,2,3,2,3,2,3,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,3,2,3,3,3,3,2,3,3,1,3,3,1,1,3,2,3,3,3,3,2,3,3,1,3,3,1,1,3,2,3,3,3,3,2,3,3,1,3,3,1,1,3,3,2,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1272,1,1,1,2,2,1,1,1,1,1,3,1,3,1,3,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,3,2,2,2,2,3,2,2,3,2,3,3,3,3,3,3,2,2,2,3,2,2,3,2,3,3,3,3,3,2,2,2,2,3,2,2,3,2,3,3,3,3,3,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
1273,1,1,1,2,2,3,2,3,2,1,3,1,1,1,3,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,3,2,1,2,1,1,1,2,2,1,3,3,1,2,2,3,3,2,1,1,1,2,2,1,3,3,1,2,2,3,3,2,1,1,1,2,2,1,3,3,1,2,2,3,3,3,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1274,1,1,1,2,1,1,1,1,1,1,2,3,3,3,3,3,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,3,3,2,2,2,3,3,1,3,3,3,3,3,1,1,3,2,2,2,3,3,1,3,3,3,3,3,1,1,3,2,2,2,3,3,1,3,3,3,3,3,1,1,3,3,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
1275,1,1,1,1,2,3,3,3,3,1,1,2,2,3,1,2,2,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,3,3,3,3,1,1,3,3,3,2,1,3,3,3,1,1,3,3,1,1,3,3,3,2,1,3,3,3,1,1,3,3,1,1,3,3,3,2,1,3,3,3,1,1,3,3,2,3,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
1276,1,1,2,2,1,3,2,1,2,1,1,1,2,2,3,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,3,2,3,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,3,1,1,2,2,2,1,1,1,1,2,1,1,1,3,3,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1277,1,1,1,2,1,1,1,1,1,1,1,3,3,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,3,1,2,2,2,1,3,1,1,3,2,2,3,3,3,1,2,2,2,1,3,1,1,3,3,3,3,3,3,1,2,2,2,1,3,1,1,3,2,2,3,3,3,3,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1278,1,1,1,2,1,3,3,3,3,1,1,2,3,1,1,3,2,1,2,1,1,1,2,2,1,1,1,1,1,2,2,3,2,2,2,2,1,1,3,3,1,2,1,3,2,2,1,1,2,2,1,1,3,3,1,2,1,3,2,3,1,1,2,2,1,1,3,3,1,2,1,3,2,2,1,1,3,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3
1279,1,1,1,2,2,3,3,3,3,1,2,1,3,3,3,1,2,1,2,1,1,2,3,3,1,1,1,1,1,2,2,2,2,3,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
1280,1,1,2,2,3,1,3,3,3,1,3,2,3,3,3,1,2,1,2,1,1,3,1,1,2,1,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1281,1,1,1,2,3,1,1,2,1,1,2,1,3,3,1,2,2,1,2,1,1,3,3,3,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,2,3,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
1282,1,1,2,1,3,3,2,3,2,1,1,2,1,2,3,3,2,1,2,1,1,3,2,2,1,1,1,1,1,1,1,2,1,3,2,2,2,2,2,3,2,2,3,3,2,3,2,2,2,2,2,2,2,2,1,2,3,3,2,2,1,1,2,1,2,2,2,2,1,2,3,3,2,2,1,1,3,3,2,2,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1283,1,1,2,2,1,3,3,3,3,1,2,1,3,1,3,2,2,2,2,1,1,1,3,3,1,1,1,1,1,1,1,3,1,3,3,3,1,1,3,1,3,1,1,3,3,3,1,1,3,3,1,1,3,1,3,1,1,3,3,3,1,1,3,3,1,1,3,1,3,1,1,3,3,3,1,1,3,2,2,3,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1284,1,1,1,1,2,3,3,3,3,1,3,3,1,3,2,1,2,1,2,2,1,2,2,2,3,1,1,1,2,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
1285,1,2,1,1,3,3,1,1,1,1,3,2,1,3,1,2,2,2,2,1,1,3,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
1286,1,1,1,2,2,3,3,3,3,1,1,1,1,2,3,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,3,1,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
1287,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,3,2,1,2,1,1,2,3,3,1,1,1,1,1,1,1,2,3,3,1,1,1,1,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,3,1,2,3,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1288,1,1,2,1,2,1,1,1,1,2,2,3,2,3,3,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,1,1,1,1,1,3,2,1,2,3,2,2,2,1,1,1,1,1,1,3,2,1,3,3,2,2,2,1,1,1,1,1,1,3,2,1,2,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1
1289,1,1,2,1,1,3,1,1,1,1,1,2,1,2,2,3,2,2,2,1,1,1,3,3,3,1,1,1,1,1,1,1,1,2,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
1290,1,1,1,2,1,3,2,2,2,2,1,2,3,3,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,3,3,2,2,3,3,3,2,3,3,3,3,1,3,3,3,2,2,3,3,3,2,3,3,3,3,1,3,3,3,2,2,3,3,3,2,3,3,3,3,1,3,3,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1291,1,1,2,2,1,1,2,1,2,1,1,1,1,1,3,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,1,1,1,1,3,3,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3
1292,1,1,2,2,1,1,3,3,3,1,1,1,3,3,3,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,1,3,1,1,3,2,2,2,2,3,2,2,2,2,1,3,1,1,3,3,3,2,3,2,2,2,2,2,1,3,1,1,3,2,2,2,2,3,2,2,2,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1293,1,1,1,2,2,3,1,2,1,2,1,3,2,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,3,1,3,1,1,3,3,2,1,2,2,2,2,1,2,1,1,1,1,3,3,2,1,2,2,2,2,1,2,1,1,1,1,3,3,2,1,2,2,2,2,1,2,1,1,3,2,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1294,1,1,2,2,1,3,3,3,3,1,1,2,2,1,1,3,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,3,3,2,2,2,2,1,1,3,1,1,3,2,2,2,2,1,2,2,2,1,1,2,1,1,3,1,1,1,1,2,3,2,2,1,1,3,1,1,3,2,2,2,2,3,1,2,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1295,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,3,1,1,1,1,2,2,1,3,1,3,3,2,2,2,3,2,2,3,3,3,3,1,1,3,3,2,2,2,3,2,2,3,3,3,3,1,1,3,3,2,2,2,3,2,2,3,3,3,3,1,1,3,3,2,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1296,1,1,2,1,1,1,1,1,1,1,1,3,3,3,1,1,2,1,2,1,1,1,2,2,3,1,1,1,1,1,1,1,1,2,3,1,1,1,2,2,1,2,3,3,3,2,3,3,3,1,2,2,2,2,1,2,3,3,3,2,3,3,3,1,1,1,2,2,1,2,3,3,3,2,3,3,3,2,2,3,1,3,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,1
1297,1,1,2,2,1,2,1,2,1,2,2,1,1,3,1,2,2,1,2,1,1,1,3,2,1,1,1,1,1,1,1,2,2,1,2,3,1,1,2,1,3,1,1,2,2,2,3,3,2,3,1,1,2,1,3,1,1,3,2,2,3,3,2,3,1,1,2,1,3,1,1,2,2,2,3,3,3,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2
1298,1,1,1,2,2,3,3,3,3,2,3,1,1,3,3,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,3,1,2,3,3,3,3,3,3,3,3,3,2,3,3,1,1,3,3,3,3,3,3,3,3,3,2,3,3,1,1,3,3,3,3,3,3,3,3,3,2,3,3,1,1,3,3,2,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
1299,1,1,1,2,1,3,3,3,3,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,3,3,3,2,3,3,3,3,2,2,3,3,3,3,1,1,3,2,3,3,3,3,2,2,3,3,3,3,1,1,3,2,3,3,3,3,2,2,3,3,3,3,1,1,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1300,1,1,2,2,1,1,1,1,1,2,3,1,1,1,3,3,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,3,2,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,3,3,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
1301,1,1,2,2,1,1,3,2,3,1,2,1,1,2,2,2,2,1,2,1,1,1,3,3,1,1,1,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1302,1,1,1,2,1,1,2,1,2,1,2,3,1,3,2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,3,1,2,3,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
1303,2,1,1,2,3,3,3,2,3,2,3,2,2,1,2,2,2,1,2,1,1,3,1,1,3,1,1,1,1,1,1,3,1,1,3,1,2,2,2,3,3,3,3,2,3,3,1,2,3,1,1,2,2,3,2,2,3,2,3,3,1,2,3,1,1,2,2,3,2,2,3,2,3,3,1,2,3,3,2,3,1,3,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1304,2,1,1,2,1,2,3,3,3,2,1,3,3,1,1,1,2,1,2,2,1,1,2,2,3,1,1,1,1,2,2,2,2,1,2,2,3,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,3,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1305,1,1,1,1,2,3,3,3,3,2,3,2,3,1,1,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,1,3,3,2,2,3,1,1,1,3,2,2,3,1,2,3,1,3,3,3,1,1,1,3,2,2,3,1,3,3,1,3,2,3,1,1,1,3,2,2,3,1,2,3,1,3,3,3,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1
1306,1,1,1,2,1,2,3,3,3,1,1,1,1,1,2,1,2,1,2,1,1,1,3,3,2,1,1,1,1,1,1,3,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,3,3,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1307,1,1,1,1,1,3,2,2,2,1,2,3,3,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,2,3,3,3,2,3,3,3,3,1,1,3,3,2,3,1,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1308,1,1,1,1,1,3,2,3,2,1,1,3,3,3,3,2,2,2,2,1,1,1,2,2,3,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,3,1,1,1,2,2,1,1,2,2,2,2,2,1,3,1,1,2,2,2,1,1,2,2,2,2,2,1,3,1,1,1,2,2,1,1,3,2,2,3,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
1309,1,1,1,1,2,2,1,1,1,1,1,3,3,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
1310,1,1,1,1,2,1,3,3,3,1,1,2,1,3,3,3,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,3,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,1,1,3,2,2,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
1311,1,1,1,2,1,2,3,3,3,2,2,3,3,1,3,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,3,1,3,1,1,2,2,2,1,1,2,3,1,1,3,1,3,1,1,2,2,2,1,1,2,2,1,1,3,1,3,1,1,2,2,2,1,1,3,2,2,3,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1312,1,1,2,2,2,1,1,1,1,1,2,2,1,3,1,2,2,2,2,2,1,2,3,3,2,1,1,1,1,1,1,2,2,2,2,2,3,3,1,1,3,1,1,1,2,2,1,3,2,2,3,3,2,1,3,1,1,1,2,2,1,3,2,2,2,3,2,1,3,1,1,1,2,2,1,3,3,2,2,3,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1313,1,1,2,1,1,1,3,3,3,2,3,1,3,1,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,3,2,3,1,1,2,1,3,1,1,3,2,2,1,1,2,3,1,1,2,1,3,1,1,2,2,2,1,1,2,2,1,1,2,1,3,1,1,2,2,2,1,1,3,2,2,2,3,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
1314,1,1,2,2,1,1,1,1,1,1,3,2,1,1,1,3,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,3,3,2,1,3,3,3,2,1,3,1,1,3,1,1,1,1,1,3,3,3,2,1,3,1,1,3,1,1,1,1,1,3,3,3,2,1,3,1,1,3,1,1,1,1,3,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
1315,1,1,2,2,1,2,1,1,1,2,3,1,1,2,2,3,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,2,2,2,3,2,2,3,3,3,3,1,1,3,2,2,2,2,3,2,2,3,3,3,3,1,1,3,2,2,2,2,3,2,2,3,3,3,3,1,1,3,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2
1316,1,1,2,2,1,1,3,2,3,3,3,2,2,3,1,2,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,3,3,2,1,3,3,1,1,3,1,1,1,2,2,1,1,2,1,3,3,1,1,3,1,1,1,2,2,1,1,2,1,3,3,1,1,3,1,1,1,2,2,1,1,3,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1317,1,1,1,2,1,2,3,2,3,3,2,1,1,2,1,3,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,3,3,1,1,3,2,2,2,2,1,2,3,1,1,2,1,1,1,3,2,2,2,2,1,2,3,1,1,2,1,1,1,3,2,2,2,2,1,2,3,1,1,2,1,1,3,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
1318,1,2,2,2,2,1,1,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
1319,1,1,1,1,2,3,3,3,3,2,1,2,3,1,1,3,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,2,3,1,2,3,3,1,1,2,1,1,1,1,1,1,3,1,2,3,3,1,1,2,1,1,1,1,1,1,3,1,2,3,3,1,1,2,1,1,1,1,1,1,3,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
1320,1,2,1,2,2,1,1,1,1,1,1,2,1,2,1,3,2,1,2,1,1,2,2,2,3,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
1321,1,1,2,1,1,1,3,2,3,2,1,2,3,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,3,2,2,3,3,2,3,1,3,3,2,2,3,1,3,3,2,3,3,2,3,1,3,3,2,3,3,1,3,2,2,3,3,2,3,1,3,3,2,2,3,1,3,3,3,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
1322,1,2,2,2,3,1,1,1,1,1,1,3,3,2,3,3,2,1,2,1,1,3,3,3,3,1,1,1,1,1,1,2,1,1,2,2,3,3,3,3,1,3,3,2,2,2,2,3,2,2,3,3,3,3,1,3,3,2,2,3,2,3,2,2,3,3,3,3,1,3,3,2,2,3,2,3,3,3,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1
1323,1,1,2,2,1,1,1,1,1,1,2,1,1,1,3,3,2,1,2,1,1,1,2,2,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,2,1,1,1,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,3,3,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
